transactionType,transactionAmount,Order Invoice Date,orderId,invoiceNumbr,Hsn Code,Marketplace Trasaction Type,cgst,sgst,igst,taxRate
Payment Collection Fee,-20,23-DEC-2025,68652986657,S0D3E8/25/2209,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,23-DEC-2025,68647568120,S0D3E8/25/2206,71171100,COD Vendor Invoice,0,0,-4.35,0.18
Marketing Fee,55.85,23-DEC-2025,68647568120,S0D3E8/25/2206,71171100,NCOD Vendor Invoice,0,0,-4.35,0.18
Payment Collection Fee,-20,23-DEC-2025,68647568120,S0D3E8/25/2206,71171100,COD Vendor Invoice,0,0,-4.35,0.18
Courier Fee,-60,23-DEC-2025,68632282931,S0D3E8/25/2201,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,23-DEC-2025,68632282931,S0D3E8/25/2201,71171100,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,23-DEC-2025,68632282931,S0D3E8/25/2201,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,-60,23-DEC-2025,68675067490,S0D3E8/25/2218,71131110,COD Vendor Invoice,0,0,-9.38,0.18
Marketing Fee,28.92,23-DEC-2025,68675067490,S0D3E8/25/2218,71131110,NCOD Vendor Invoice,0,0,-9.38,0.18
Payment Collection Fee,-21.03,23-DEC-2025,68675067490,S0D3E8/25/2218,71131110,COD Vendor Invoice,0,0,-9.38,0.18
Courier Fee,-60,23-DEC-2025,68655837589,S0D3E8/25/2213,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,23-DEC-2025,68655837589,S0D3E8/25/2213,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,23-DEC-2025,68655837589,S0D3E8/25/2213,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,21-DEC-2025,68637165759,S0D3E8/25/2194,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Marketing Fee,17.71,21-DEC-2025,68637165759,S0D3E8/25/2194,71131110,NCOD Vendor Invoice,0,0,-11.21,0.18
Payment Collection Fee,-20,21-DEC-2025,68637165759,S0D3E8/25/2194,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Courier Fee,-60,23-DEC-2025,68645746414,S0D3E8/25/2205,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,23-DEC-2025,68645746414,S0D3E8/25/2205,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,23-DEC-2025,68645746414,S0D3E8/25/2205,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,23-DEC-2025,68668802797,S0D3E8/25/2215,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Marketing Fee,26.19,23-DEC-2025,68668802797,S0D3E8/25/2215,71131110,NCOD Vendor Invoice,0,0,-9.69,0.18
Payment Collection Fee,-20,23-DEC-2025,68668802797,S0D3E8/25/2215,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Courier Fee,-60,23-DEC-2025,68654505104,S0D3E8/25/2212,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,23-DEC-2025,68654505104,S0D3E8/25/2212,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,23-DEC-2025,68654505104,S0D3E8/25/2212,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,60,10-NOV-2025,67862688300,S0D3E8/25/1761,71171100,COD Vendor Invoice,0,0,10.14,0.18
Marketing Fee,-23.64,10-NOV-2025,67862688300,S0D3E8/25/1761,71171100,NCOD Vendor Invoice,0,0,10.14,0.18
Payment Collection Fee,20,10-NOV-2025,67862688300,S0D3E8/25/1761,71171100,COD Vendor Invoice,0,0,10.14,0.18
Courier Fee,-60,24-DEC-2025,68679481338,S0D3E8/25/2226,70181010,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,24-DEC-2025,68679481338,S0D3E8/25/2226,70181010,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,24-DEC-2025,68679481338,S0D3E8/25/2226,70181010,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,24-DEC-2025,68701705448,S0D3E8/25/2234,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,24-DEC-2025,68701705448,S0D3E8/25/2234,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,24-DEC-2025,68701705448,S0D3E8/25/2234,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,24-DEC-2025,68670959728,S0D3E8/25/2221,70181090,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,24-DEC-2025,68670959728,S0D3E8/25/2221,70181090,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,24-DEC-2025,68670959728,S0D3E8/25/2221,70181090,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,24-DEC-2025,68685246875,S0D3E8/25/2229,71131110,COD Vendor Invoice,0,0,-5.26,0.18
Marketing Fee,50.76,24-DEC-2025,68685246875,S0D3E8/25/2229,71131110,NCOD Vendor Invoice,0,0,-5.26,0.18
Payment Collection Fee,-20,24-DEC-2025,68685246875,S0D3E8/25/2229,71131110,COD Vendor Invoice,0,0,-5.26,0.18
Courier Fee,-60,24-DEC-2025,68675025200,S0D3E8/25/2222,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,24-DEC-2025,68675025200,S0D3E8/25/2222,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,24-DEC-2025,68675025200,S0D3E8/25/2222,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,24-DEC-2025,68675225576,S0D3E8/25/2223,71171100,COD Vendor Invoice,0,0,-4.5,0.18
Marketing Fee,55,24-DEC-2025,68675225576,S0D3E8/25/2223,71171100,NCOD Vendor Invoice,0,0,-4.5,0.18
Payment Collection Fee,-20,24-DEC-2025,68675225576,S0D3E8/25/2223,71171100,COD Vendor Invoice,0,0,-4.5,0.18
Courier Fee,-60,24-DEC-2025,68684514741,S0D3E8/25/2227,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,24-DEC-2025,68684514741,S0D3E8/25/2227,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,24-DEC-2025,68684514741,S0D3E8/25/2227,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,24-DEC-2025,68685634348,S0D3E8/25/2230,71171100,COD Vendor Invoice,0,0,-6.33,0.18
Marketing Fee,44.83,24-DEC-2025,68685634348,S0D3E8/25/2230,71171100,NCOD Vendor Invoice,0,0,-6.33,0.18
Payment Collection Fee,-20,24-DEC-2025,68685634348,S0D3E8/25/2230,71171100,COD Vendor Invoice,0,0,-6.33,0.18
Courier Fee,-60,24-DEC-2025,68691913907,S0D3E8/25/2231,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,24-DEC-2025,68691913907,S0D3E8/25/2231,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,24-DEC-2025,68691913907,S0D3E8/25/2231,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,24-DEC-2025,68684725719,S0D3E8/25/2228,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,24-DEC-2025,68684725719,S0D3E8/25/2228,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,24-DEC-2025,68684725719,S0D3E8/25/2228,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,24-DEC-2025,68694178595,S0D3E8/25/2232,71131110,COD Vendor Invoice,0,0,-6.48,0.18
Marketing Fee,43.98,24-DEC-2025,68694178595,S0D3E8/25/2232,71131110,NCOD Vendor Invoice,0,0,-6.48,0.18
Payment Collection Fee,-20,24-DEC-2025,68694178595,S0D3E8/25/2232,71131110,COD Vendor Invoice,0,0,-6.48,0.18
Courier Fee,-60,24-DEC-2025,68675672863,S0D3E8/25/2224,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,24-DEC-2025,68675672863,S0D3E8/25/2224,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,24-DEC-2025,68675672863,S0D3E8/25/2224,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,24-DEC-2025,68676657528,S0D3E8/25/2225,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,24-DEC-2025,68676657528,S0D3E8/25/2225,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,24-DEC-2025,68676657528,S0D3E8/25/2225,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,-60,24-DEC-2025,68697511438,S0D3E8/25/2233,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Marketing Fee,18.56,24-DEC-2025,68697511438,S0D3E8/25/2233,71131110,NCOD Vendor Invoice,0,0,-11.06,0.18
Payment Collection Fee,-20,24-DEC-2025,68697511438,S0D3E8/25/2233,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Courier Fee,60,02-DEC-2025,68217727458,S0D3E8/25/1960,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,02-DEC-2025,68217727458,S0D3E8/25/1960,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,02-DEC-2025,68217727458,S0D3E8/25/1960,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,-60,24-DEC-2025,68714553826,S0D3E8/25/2242,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Marketing Fee,17.71,24-DEC-2025,68714553826,S0D3E8/25/2242,71131110,NCOD Vendor Invoice,0,0,-11.21,0.18
Payment Collection Fee,-20,24-DEC-2025,68714553826,S0D3E8/25/2242,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Courier Fee,-60,24-DEC-2025,68715951465,S0D3E8/25/2243,71131110,COD Vendor Invoice,0,0,-4.96,0.18
Marketing Fee,52.46,24-DEC-2025,68715951465,S0D3E8/25/2243,71131110,NCOD Vendor Invoice,0,0,-4.96,0.18
Payment Collection Fee,-20,24-DEC-2025,68715951465,S0D3E8/25/2243,71131110,COD Vendor Invoice,0,0,-4.96,0.18
Courier Fee,-60,24-DEC-2025,68685911358,S0D3E8/25/2235,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,24-DEC-2025,68685911358,S0D3E8/25/2235,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,24-DEC-2025,68685911358,S0D3E8/25/2235,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,24-DEC-2025,68709368938,S0D3E8/25/2241,71131110,COD Vendor Invoice,0,0,-4.81,0.18
Marketing Fee,53.31,24-DEC-2025,68709368938,S0D3E8/25/2241,71131110,NCOD Vendor Invoice,0,0,-4.81,0.18
Payment Collection Fee,-20,24-DEC-2025,68709368938,S0D3E8/25/2241,71131110,COD Vendor Invoice,0,0,-4.81,0.18
Courier Fee,-60,24-DEC-2025,68695715219,S0D3E8/25/2239,71131110,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,24-DEC-2025,68695715219,S0D3E8/25/2239,71131110,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,24-DEC-2025,68695715219,S0D3E8/25/2239,71131110,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,25-DEC-2025,68721226747,S0D3E8/25/2244,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,25-DEC-2025,68721226747,S0D3E8/25/2244,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,25-DEC-2025,68721226747,S0D3E8/25/2244,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,24-DEC-2025,68696771913,S0D3E8/25/2240,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,24-DEC-2025,68696771913,S0D3E8/25/2240,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,24-DEC-2025,68696771913,S0D3E8/25/2240,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,24-DEC-2025,68695407263,S0D3E8/25/2238,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,24-DEC-2025,68695407263,S0D3E8/25/2238,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,24-DEC-2025,68695407263,S0D3E8/25/2238,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,60,25-NOV-2025,68146393119,S0D3E8/25/1924,71131110,COD Vendor Invoice,0,0,8.01,0.18
Marketing Fee,-35.51,25-NOV-2025,68146393119,S0D3E8/25/1924,71131110,NCOD Vendor Invoice,0,0,8.01,0.18
Payment Collection Fee,20,25-NOV-2025,68146393119,S0D3E8/25/1924,71131110,COD Vendor Invoice,0,0,8.01,0.18
Courier Fee,60,29-NOV-2025,68179219626,S0D3E8/25/1938,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,29-NOV-2025,68179219626,S0D3E8/25/1938,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,29-NOV-2025,68179219626,S0D3E8/25/1938,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,24-NOV-2025,68125631616,S0D3E8/25/1906,71131110,COD Vendor Invoice,0,0,9.53,0.18
Marketing Fee,-27.03,24-NOV-2025,68125631616,S0D3E8/25/1906,71131110,NCOD Vendor Invoice,0,0,9.53,0.18
Payment Collection Fee,20,24-NOV-2025,68125631616,S0D3E8/25/1906,71131110,COD Vendor Invoice,0,0,9.53,0.18
Courier Fee,-60,25-DEC-2025,68708286887,S0D3E8/25/2246,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,25-DEC-2025,68708286887,S0D3E8/25/2246,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,25-DEC-2025,68708286887,S0D3E8/25/2246,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,60,28-NOV-2025,68190740406,S0D3E8/25/1937,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,28-NOV-2025,68190740406,S0D3E8/25/1937,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,28-NOV-2025,68190740406,S0D3E8/25/1937,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,-60,25-DEC-2025,68722035665,S0D3E8/25/2252,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,25-DEC-2025,68722035665,S0D3E8/25/2252,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,25-DEC-2025,68722035665,S0D3E8/25/2252,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,24-DEC-2025,68687570279,S0D3E8/25/2236,70181010,COD Vendor Invoice,0,0,-4.96,0.18
Marketing Fee,52.46,24-DEC-2025,68687570279,S0D3E8/25/2236,70181010,NCOD Vendor Invoice,0,0,-4.96,0.18
Payment Collection Fee,-20,24-DEC-2025,68687570279,S0D3E8/25/2236,70181010,COD Vendor Invoice,0,0,-4.96,0.18
Courier Fee,-60,25-DEC-2025,68708719476,S0D3E8/25/2247,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,25-DEC-2025,68708719476,S0D3E8/25/2247,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,25-DEC-2025,68708719476,S0D3E8/25/2247,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,25-DEC-2025,68715068825,S0D3E8/25/2250,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,25-DEC-2025,68715068825,S0D3E8/25/2250,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,25-DEC-2025,68715068825,S0D3E8/25/2250,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,26-DEC-2025,68743836930,S0D3E8/25/2256,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Marketing Fee,26.19,26-DEC-2025,68743836930,S0D3E8/25/2256,71131110,NCOD Vendor Invoice,0,0,-9.69,0.18
Payment Collection Fee,-20,26-DEC-2025,68743836930,S0D3E8/25/2256,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Courier Fee,-60,25-DEC-2025,68734804451,S0D3E8/25/2255,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,25-DEC-2025,68734804451,S0D3E8/25/2255,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,25-DEC-2025,68734804451,S0D3E8/25/2255,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,25-DEC-2025,68713207204,S0D3E8/25/2249,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,25-DEC-2025,68713207204,S0D3E8/25/2249,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,25-DEC-2025,68713207204,S0D3E8/25/2249,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,26-DEC-2025,68743953537,S0D3E8/25/2256,71131110,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,26-DEC-2025,68743953537,S0D3E8/25/2256,71131110,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,26-DEC-2025,68743953537,S0D3E8/25/2256,71131110,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,25-DEC-2025,68732150725,S0D3E8/25/2254,71131110,COD Vendor Invoice,0,0,-10.45,0.18
Marketing Fee,21.95,25-DEC-2025,68732150725,S0D3E8/25/2254,71131110,NCOD Vendor Invoice,0,0,-10.45,0.18
Payment Collection Fee,-20,25-DEC-2025,68732150725,S0D3E8/25/2254,71131110,COD Vendor Invoice,0,0,-10.45,0.18
Courier Fee,-60,25-DEC-2025,68711354138,S0D3E8/25/2248,71131110,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,25-DEC-2025,68711354138,S0D3E8/25/2248,71131110,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,25-DEC-2025,68711354138,S0D3E8/25/2248,71131110,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,25-DEC-2025,68706417900,S0D3E8/25/2245,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,25-DEC-2025,68706417900,S0D3E8/25/2245,71171100,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,25-DEC-2025,68706417900,S0D3E8/25/2245,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,-60,24-DEC-2025,68693889416,S0D3E8/25/2237,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,24-DEC-2025,68693889416,S0D3E8/25/2237,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,24-DEC-2025,68693889416,S0D3E8/25/2237,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,25-DEC-2025,68728396872,S0D3E8/25/2253,71131110,COD Vendor Invoice,0,0,-10.45,0.18
Marketing Fee,21.95,25-DEC-2025,68728396872,S0D3E8/25/2253,71131110,NCOD Vendor Invoice,0,0,-10.45,0.18
Payment Collection Fee,-20,25-DEC-2025,68728396872,S0D3E8/25/2253,71131110,COD Vendor Invoice,0,0,-10.45,0.18
Courier Fee,-60,25-DEC-2025,68718323367,S0D3E8/25/2251,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,25-DEC-2025,68718323367,S0D3E8/25/2251,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,25-DEC-2025,68718323367,S0D3E8/25/2251,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,60,30-NOV-2025,68217723334,S0D3E8/25/1953,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,30-NOV-2025,68217723334,S0D3E8/25/1953,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,30-NOV-2025,68217723334,S0D3E8/25/1953,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,03-DEC-2025,68274239612,S0D3E8/25/1979,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,03-DEC-2025,68274239612,S0D3E8/25/1979,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,03-DEC-2025,68274239612,S0D3E8/25/1979,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,-60,27-DEC-2025,68734719780,S0D3E8/25/2264,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,27-DEC-2025,68734719780,S0D3E8/25/2264,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,27-DEC-2025,68734719780,S0D3E8/25/2264,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,27-DEC-2025,68732509996,S0D3E8/25/2263,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,27-DEC-2025,68732509996,S0D3E8/25/2263,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,27-DEC-2025,68732509996,S0D3E8/25/2263,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,27-DEC-2025,68724388794,S0D3E8/25/2257,70181010,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,27-DEC-2025,68724388794,S0D3E8/25/2257,70181010,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,27-DEC-2025,68724388794,S0D3E8/25/2257,70181010,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,27-DEC-2025,68730719849,S0D3E8/25/2261,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,27-DEC-2025,68730719849,S0D3E8/25/2261,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,27-DEC-2025,68730719849,S0D3E8/25/2261,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,27-DEC-2025,68730591830,S0D3E8/25/2260,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,27-DEC-2025,68730591830,S0D3E8/25/2260,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,27-DEC-2025,68730591830,S0D3E8/25/2260,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,27-DEC-2025,68730791970,S0D3E8/25/2262,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,27-DEC-2025,68730791970,S0D3E8/25/2262,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,27-DEC-2025,68730791970,S0D3E8/25/2262,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,27-DEC-2025,68761943563,S0D3E8/25/2268,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Marketing Fee,26.19,27-DEC-2025,68761943563,S0D3E8/25/2268,71131110,NCOD Vendor Invoice,0,0,-9.69,0.18
Payment Collection Fee,-20,27-DEC-2025,68761943563,S0D3E8/25/2268,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Courier Fee,-60,27-DEC-2025,68724404174,S0D3E8/25/2258,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,27-DEC-2025,68724404174,S0D3E8/25/2258,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,27-DEC-2025,68724404174,S0D3E8/25/2258,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,-60,27-DEC-2025,68757467615,S0D3E8/25/2266,71131110,COD Vendor Invoice,0,0,-10.45,0.18
Marketing Fee,21.95,27-DEC-2025,68757467615,S0D3E8/25/2266,71131110,NCOD Vendor Invoice,0,0,-10.45,0.18
Payment Collection Fee,-20,27-DEC-2025,68757467615,S0D3E8/25/2266,71131110,COD Vendor Invoice,0,0,-10.45,0.18
Courier Fee,-60,27-DEC-2025,68726196403,S0D3E8/25/2259,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,27-DEC-2025,68726196403,S0D3E8/25/2259,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,27-DEC-2025,68726196403,S0D3E8/25/2259,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,27-DEC-2025,68740841594,S0D3E8/25/2265,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,27-DEC-2025,68740841594,S0D3E8/25/2265,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,27-DEC-2025,68740841594,S0D3E8/25/2265,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,60,08-DEC-2025,68364397730,S0D3E8/25/2033,71131110,COD Vendor Invoice,0,0,10.3,0.18
Marketing Fee,-22.8,08-DEC-2025,68364397730,S0D3E8/25/2033,71131110,NCOD Vendor Invoice,0,0,10.3,0.18
Payment Collection Fee,20,08-DEC-2025,68364397730,S0D3E8/25/2033,71131110,COD Vendor Invoice,0,0,10.3,0.18
Courier Fee,60,30-NOV-2025,68211518448,S0D3E8/25/1948,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,30-NOV-2025,68211518448,S0D3E8/25/1948,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,30-NOV-2025,68211518448,S0D3E8/25/1948,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,30-NOV-2025,68213078249,S0D3E8/25/1950,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,30-NOV-2025,68213078249,S0D3E8/25/1950,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,30-NOV-2025,68213078249,S0D3E8/25/1950,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,22-NOV-2025,68086942479,S0D3E8/25/1888,71131110,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,22-NOV-2025,68086942479,S0D3E8/25/1888,71131110,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,22-NOV-2025,68086942479,S0D3E8/25/1888,71131110,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,02-DEC-2025,68255818360,S0D3E8/25/1968,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,02-DEC-2025,68255818360,S0D3E8/25/1968,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,02-DEC-2025,68255818360,S0D3E8/25/1968,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,-60,27-DEC-2025,68759423178,S0D3E8/25/2267,71171100,COD Vendor Invoice,0,0,-9.69,0.18
Marketing Fee,26.19,27-DEC-2025,68759423178,S0D3E8/25/2267,71171100,NCOD Vendor Invoice,0,0,-9.69,0.18
